Fun_x_in_m	Fun_Bx_average_in_mT	Fun_By_average_in_mT	Fun_Bz_average_in_mT
 1.380000000000e-07	 1.701939000906e+01	5.008268741723e+00	-1.730952364470e+00
 1.400000000000e-07	 1.733638040781e+01	5.118922385233e+00	-1.767383362883e+00
 1.420000000000e-07	 1.765939663390e+01	5.233379894297e+00	-1.805058131998e+00
 1.440000000000e-07	 1.798862932843e+01	5.351795889064e+00	-1.844026759591e+00
 1.460000000000e-07	 1.832424665785e+01	5.474322317958e+00	-1.884338388006e+00
 1.480000000000e-07	 1.866646046396e+01	5.601132728146e+00	-1.926049194821e+00
 1.500000000000e-07	 1.901545012461e+01	5.732394827656e+00	-1.969213359200e+00
 1.520000000000e-07	 1.937143037177e+01	5.868295882974e+00	-2.013891411704e+00
 1.540000000000e-07	 1.973462321305e+01	6.009033002222e+00	-2.060147026705e+00
 1.560000000000e-07	 2.010522627933e+01	6.154801075628e+00	-2.108043054280e+00
 1.580000000000e-07	 2.048347496175e+01	6.305817334527e+00	-2.157649583077e+00
 1.600000000000e-07	 2.086961263737e+01	6.462310628029e+00	-2.209040404880e+00
 1.620000000000e-07	 2.126385698399e+01	6.624508052197e+00	-2.262288615535e+00
 1.640000000000e-07	 2.166647759874e+01	6.792667178649e+00	-2.317477186554e+00
 1.660000000000e-07	 2.207770654139e+01	6.967039872632e+00	-2.374687075318e+00
 1.680000000000e-07	 2.249781805962e+01	7.147906105313e+00	-2.434008310403e+00
 1.700000000000e-07	 2.292709561138e+01	7.335561277301e+00	-2.495535814759e+00
 1.720000000000e-07	 2.336579433818e+01	7.530300272891e+00	-2.559364164707e+00
 1.740000000000e-07	 2.381421446286e+01	7.732450391807e+00	-2.625598371141e+00
 1.760000000000e-07	 2.427266613056e+01	7.942357305293e+00	-2.694349253695e+00
 1.780000000000e-07	 2.474142926555e+01	8.160367285718e+00	-2.765727603799e+00
 1.800000000000e-07	 2.522084569428e+01	8.386870696165e+00	-2.839858405603e+00
 1.820000000000e-07	 2.571121268087e+01	8.622253596175e+00	-2.916864968443e+00
 1.840000000000e-07	 2.621287769731e+01	8.866943513389e+00	-2.996883883730e+00
 1.860000000000e-07	 2.672619911428e+01	9.121392721532e+00	-3.080059519969e+00
 1.880000000000e-07	 2.725150108357e+01	9.386056849341e+00	-3.166537004197e+00
 1.900000000000e-07	 2.778916112178e+01	9.661439849511e+00	-3.256476888846e+00
 1.920000000000e-07	 2.833956794917e+01	9.948075384526e+00	-3.350049025478e+00
 1.940000000000e-07	 2.890307295986e+01	1.024650284296e+01	-3.447424700922e+00
 1.960000000000e-07	 2.948008399319e+01	1.055731815900e+01	-3.548793181579e+00
 1.980000000000e-07	 3.007101999865e+01	1.088115301587e+01	-3.654354881687e+00
 2.000000000000e-07	 3.067625871791e+01	1.121864793795e+01	-3.764312530342e+00
 2.020000000000e-07	 3.129625498425e+01	1.157052006014e+01	-3.878893212762e+00
 2.040000000000e-07	 3.193140266479e+01	1.193748886991e+01	-3.998324113386e+00
 2.060000000000e-07	 3.258215646642e+01	1.232034794138e+01	-4.122855811466e+00
 2.080000000000e-07	 3.324898044141e+01	1.271993990777e+01	-4.252754047696e+00
 2.100000000000e-07	 3.393228835732e+01	1.313712350537e+01	-4.388288939235e+00
 2.120000000000e-07	 3.463255152036e+01	1.357284186613e+01	-4.529757093806e+00
 2.140000000000e-07	 3.535026247860e+01	1.402810702054e+01	-4.677476456565e+00
 2.160000000000e-07	 3.608584114706e+01	1.450394389534e+01	-4.831768046096e+00
 2.180000000000e-07	 3.683979651431e+01	1.500149882489e+01	-4.992991035637e+00
 2.200000000000e-07	 3.761255257294e+01	1.552193259375e+01	-5.161507952177e+00
 2.220000000000e-07	 3.840459470052e+01	1.606652263394e+01	-5.337717661020e+00
 2.240000000000e-07	 3.921640511154e+01	1.663662877052e+01	-5.522044099271e+00
 2.260000000000e-07	 4.004838796698e+01	1.723364694859e+01	-5.714921169876e+00
 2.280000000000e-07	 4.090100403372e+01	1.785911219275e+01	-5.916825856195e+00
 2.300000000000e-07	 4.177469970968e+01	1.851465983483e+01	-6.128265473538e+00
 2.320000000000e-07	 4.266982475567e+01	1.920197258568e+01	-6.349760414433e+00
 2.340000000000e-07	 4.358680169785e+01	1.992292027485e+01	-6.581888986966e+00
 2.360000000000e-07	 4.452591506363e+01	2.067941081252e+01	-6.825239154060e+00
 2.380000000000e-07	 4.548748440034e+01	2.147353918171e+01	-7.080456269602e+00
 2.400000000000e-07	 4.647177926875e+01	2.230753918144e+01	-7.348227241946e+00
 2.420000000000e-07	 4.747892141062e+01	2.318371634346e+01	-7.629258748786e+00
 2.440000000000e-07	 4.850903966141e+01	2.410459932484e+01	-7.924325557326e+00
 2.460000000000e-07	 4.956217387164e+01	2.507288418174e+01	-8.234252291293e+00
 2.480000000000e-07	 5.063816455449e+01	2.609135606332e+01	-8.559888103931e+00
 2.500000000000e-07	 5.173684344058e+01	2.716309564271e+01	-8.902172425277e+00
 2.520000000000e-07	 5.285776469750e+01	2.829125734131e+01	-9.262063777473e+00
 2.540000000000e-07	 5.400039378271e+01	2.947928897801e+01	-9.640609628079e+00
 2.560000000000e-07	 5.516398337212e+01	3.073085740276e+01	-1.003892238498e+01
 2.580000000000e-07	 5.634743275112e+01	3.204974282648e+01	-1.045814556012e+01
 2.600000000000e-07	 5.754944055037e+01	3.344005902621e+01	-1.089952368668e+01
 2.620000000000e-07	 5.876835455998e+01	3.490616026384e+01	-1.136437249799e+01
 2.640000000000e-07	 6.000200260380e+01	3.645250792717e+01	-1.185403664556e+01
 2.660000000000e-07	 6.124786229690e+01	3.808396340372e+01	-1.236998251131e+01
 2.680000000000e-07	 6.250269438211e+01	3.980542372434e+01	-1.291368286623e+01
 2.700000000000e-07	 6.376268846331e+01	4.162211693240e+01	-1.348671048695e+01
 2.720000000000e-07	 6.502323925830e+01	4.353943772953e+01	-1.409068600930e+01
 2.740000000000e-07	 6.627870137476e+01	4.556271298535e+01	-1.472720416249e+01
 2.760000000000e-07	 6.752244670672e+01	4.769744142112e+01	-1.539790902227e+01
 2.780000000000e-07	 6.874657609841e+01	4.994901822517e+01	-1.610440662557e+01
 2.800000000000e-07	 6.994161677739e+01	5.232234912534e+01	-1.684814294913e+01
 2.820000000000e-07	 7.109651610209e+01	5.482198184431e+01	-1.763044379670e+01
 2.840000000000e-07	 7.219831240142e+01	5.745158008858e+01	-1.845234827859e+01
 2.860000000000e-07	 7.323184596383e+01	6.021320312540e+01	-1.931438284837e+01
 2.880000000000e-07	 7.417983653305e+01	6.310719024195e+01	-2.021652713333e+01
 2.900000000000e-07	 7.502265705440e+01	6.613067929021e+01	-2.115776000036e+01
 2.920000000000e-07	 7.573881136111e+01	6.927709639806e+01	-2.213592138064e+01
 2.940000000000e-07	 7.630560358224e+01	7.253467430438e+01	-2.314729075699e+01
 2.960000000000e-07	 7.670060993099e+01	7.588494509871e+01	-2.418618024739e+01
 2.980000000000e-07	 7.690420639618e+01	7.930260899065e+01	-2.524496147386e+01
 3.000000000000e-07	 7.690262804590e+01	8.275586672403e+01	-2.631419855855e+01
 3.020000000000e-07	 7.669087064854e+01	8.620860955694e+01	-2.738326719967e+01
 3.040000000000e-07	 7.627387691101e+01	8.962511962039e+01	-2.844166413666e+01
 3.060000000000e-07	 7.566538296928e+01	9.297330340353e+01	-2.947986234581e+01
 3.080000000000e-07	 7.488497242071e+01	9.622786628295e+01	-3.049023492713e+01
 3.100000000000e-07	 7.395495805141e+01	9.937061127432e+01	-3.146717812342e+01
 3.120000000000e-07	 7.289805285757e+01	1.023894952611e+02	-3.240688566874e+01
 3.140000000000e-07	 7.173570661018e+01	1.052779514732e+02	-3.330719953263e+01
 3.160000000000e-07	 7.048740508213e+01	1.080333545281e+02	-3.416717236515e+01
 3.180000000000e-07	 6.917050693991e+01	1.106557252247e+02	-3.498668430960e+01
 3.200000000000e-07	 6.779998406869e+01	1.131474159083e+02	-3.576635332273e+01
 3.220000000000e-07	 6.638885555666e+01	1.155118659089e+02	-3.650714824789e+01
 3.240000000000e-07	 6.494811931778e+01	1.177536264069e+02	-3.721039578116e+01
 3.260000000000e-07	 6.348708465015e+01	1.198777821437e+02	-3.787759799067e+01
 3.280000000000e-07	 6.201371602472e+01	1.218895336715e+02	-3.851029969254e+01
 3.300000000000e-07	 6.053458329949e+01	1.237943796773e+02	-3.911014474476e+01
 3.320000000000e-07	 5.905516479286e+01	1.255977959744e+02	-3.967877469307e+01
 3.340000000000e-07	 5.758013196499e+01	1.273050083187e+02	-4.021775681282e+01
 3.360000000000e-07	 5.611319246747e+01	1.289212858332e+02	-4.072867662287e+01
 3.380000000000e-07	 5.465754314195e+01	1.304515142656e+02	-4.121300321439e+01
 3.400000000000e-07	 5.321567889421e+01	1.319005011357e+02	-4.167218572999e+01
 3.420000000000e-07	 5.178960598040e+01	1.332728153156e+02	-4.210760276332e+01
 3.440000000000e-07	 5.038103555722e+01	1.345726758319e+02	-4.252052699535e+01
 3.460000000000e-07	 4.899120322026e+01	1.358041864675e+02	-4.291219957083e+01
 3.480000000000e-07	 4.762104627405e+01	1.369712144658e+02	-4.328379154909e+01
 3.500000000000e-07	 4.627136385930e+01	1.380773067240e+02	-4.363637697654e+01
 3.520000000000e-07	 4.494258439114e+01	1.391259262177e+02	-4.397100797568e+01
 3.540000000000e-07	 4.363510549419e+01	1.401202095693e+02	-4.428863722033e+01
 3.560000000000e-07	 4.234905624586e+01	1.410631898211e+02	-4.459018872187e+01
 3.580000000000e-07	 4.108443731636e+01	1.419577106623e+02	-4.487653020756e+01
 3.600000000000e-07	 3.984124659104e+01	1.428063668782e+02	-4.514845371268e+01
 3.620000000000e-07	 3.861928109278e+01	1.436116667179e+02	-4.540672725826e+01
 3.640000000000e-07	 3.741826255671e+01	1.443759596936e+02	-4.565207147779e+01
 3.660000000000e-07	 3.623794999625e+01	1.451013861978e+02	-4.588514312104e+01
 3.680000000000e-07	 3.507794593750e+01	1.457900165432e+02	-4.610657941432e+01
 3.700000000000e-07	 3.393781086580e+01	1.464437894352e+02	-4.631697807348e+01
 3.720000000000e-07	 3.281716589484e+01	1.470644688282e+02	-4.651688314429e+01
 3.740000000000e-07	 3.171547440841e+01	1.476537790846e+02	-4.670682827926e+01
 3.760000000000e-07	 3.063230261352e+01	1.482132706069e+02	-4.688729324793e+01
 3.780000000000e-07	 2.956710424723e+01	1.487444458818e+02	-4.705874435120e+01
 3.800000000000e-07	 2.851932109489e+01	1.492487117426e+02	-4.722161886465e+01
 3.820000000000e-07	 2.748847371785e+01	1.497273457368e+02	-4.737631398525e+01
 3.840000000000e-07	 2.647398593570e+01	1.501815874220e+02	-4.752321616181e+01
 3.860000000000e-07	 2.547527891244e+01	1.506125972528e+02	-4.766268768231e+01
 3.880000000000e-07	 2.449185645922e+01	1.510214276229e+02	-4.779505715608e+01
 3.900000000000e-07	 2.352310930424e+01	1.514091113982e+02	-4.792064804542e+01
 3.920000000000e-07	 2.256854034383e+01	1.517765728810e+02	-4.803974972753e+01
 3.940000000000e-07	 2.162757216235e+01	1.521247102331e+02	-4.815264408812e+01
 3.960000000000e-07	 2.069963243674e+01	1.524543634641e+02	-4.825959506519e+01
 3.980000000000e-07	 1.978423217877e+01	1.527662920700e+02	-4.836084130059e+01
 4.000000000000e-07	 1.888080820471e+01	1.530612342591e+02	-4.845661527752e+01
 4.020000000000e-07	 1.798880431878e+01	1.533398794995e+02	-4.854713434880e+01
 4.040000000000e-07	 1.710774623544e+01	1.536028495644e+02	-4.863259450854e+01
 4.060000000000e-07	 1.623706517090e+01	1.538507552997e+02	-4.871318877702e+01
 4.080000000000e-07	 1.537629842618e+01	1.540841390172e+02	-4.878908842699e+01
 4.100000000000e-07	 1.452491551774e+01	1.543035269935e+02	-4.886046000043e+01
 4.120000000000e-07	 1.368239363553e+01	1.545094084881e+02	-4.892745844596e+01
 4.140000000000e-07	 1.284828823394e+01	1.547022217802e+02	-4.899022253161e+01
 4.160000000000e-07	 1.202208927833e+01	1.548823909230e+02	-4.904888676918e+01
 4.180000000000e-07	 1.120329394270e+01	1.550503081071e+02	-4.910357564402e+01
 4.200000000000e-07	 1.039147521920e+01	1.552063223766e+02	-4.915439990794e+01
 4.220000000000e-07	 9.586118562893e+00	1.553507736183e+02	-4.920146762281e+01
 4.240000000000e-07	 8.786809161615e+00	1.554839577319e+02	-4.924487279031e+01
 4.260000000000e-07	 7.993066632160e+00	1.556061580602e+02	-4.928470557041e+01
 4.280000000000e-07	 7.204416981269e+00	1.557176321372e+02	-4.932104794451e+01
 4.300000000000e-07	 6.420458083373e+00	1.558186046267e+02	-4.935397139469e+01
 4.320000000000e-07	 5.640724867770e+00	1.559092871385e+02	-4.938354334848e+01
 4.340000000000e-07	 4.864756742555e+00	1.559898681401e+02	-4.940982387637e+01
 4.360000000000e-07	 4.092162844135e+00	1.560605080559e+02	-4.943286408076e+01
 4.380000000000e-07	 3.322467512125e+00	1.561213551695e+02	-4.945271127159e+01
 4.400000000000e-07	 2.555285625905e+00	1.561725300445e+02	-4.946940387610e+01
 4.420000000000e-07	 1.790168866239e+00	1.562141387593e+02	-4.948297574760e+01
 4.440000000000e-07	 1.026671203920e+00	1.562462668554e+02	-4.949345418519e+01
 4.460000000000e-07	 2.644133270647e-01	1.562689781157e+02	-4.950085952995e+01
 4.480000000000e-07	-4.970479482209e-01	1.562823202665e+02	-4.950520702078e+01
 4.500000000000e-07	-1.258154863571e+00	1.562863212003e+02	-4.950650555928e+01
 4.520000000000e-07	-2.019284475031e+00	1.562809899298e+02	-4.950475802011e+01
 4.540000000000e-07	-2.780900226467e+00	1.562663167523e+02	-4.949996130240e+01
 4.560000000000e-07	-3.543379516560e+00	1.562422744303e+02	-4.949210671761e+01
 4.580000000000e-07	-4.307165471606e+00	1.562088158413e+02	-4.948117922246e+01
 4.600000000000e-07	-5.072680828417e+00	1.561658752181e+02	-4.946715782770e+01
 4.620000000000e-07	-5.840349982197e+00	1.561133676390e+02	-4.945001543531e+01
 4.640000000000e-07	-6.610643259080e+00	1.560511849221e+02	-4.942971750401e+01
 4.660000000000e-07	-7.383902039873e+00	1.559792099512e+02	-4.940622673175e+01
 4.680000000000e-07	-8.160601824934e+00	1.558972950478e+02	-4.937949600394e+01
 4.700000000000e-07	-8.941177662966e+00	1.558052750503e+02	-4.934947267214e+01
 4.720000000000e-07	-9.726068239449e+00	1.557029634787e+02	-4.931609731305e+01
 4.740000000000e-07	-1.051576127881e+01	1.555901451662e+02	-4.927930133768e+01
 4.760000000000e-07	-1.131061409108e+01	1.554666017706e+02	-4.923901532560e+01
 4.780000000000e-07	-1.211112320017e+01	1.553320725010e+02	-4.919515623162e+01
 4.800000000000e-07	-1.291774470146e+01	1.551862783877e+02	-4.914763531950e+01
 4.820000000000e-07	-1.373094220935e+01	1.550289146486e+02	-4.909635569209e+01
 4.840000000000e-07	-1.455122965129e+01	1.548596404033e+02	-4.904120896290e+01
 4.860000000000e-07	-1.537898750831e+01	1.546781161331e+02	-4.898208748319e+01
 4.880000000000e-07	-1.621474203945e+01	1.544839448031e+02	-4.891886518768e+01
 4.900000000000e-07	-1.705897940257e+01	1.542767082349e+02	-4.885140947486e+01
 4.920000000000e-07	-1.791219222586e+01	1.540559562902e+02	-4.877957771624e+01
 4.940000000000e-07	-1.877487970941e+01	1.538212052062e+02	-4.870321675099e+01
 4.960000000000e-07	-1.964759756969e+01	1.535719212030e+02	-4.862215759605e+01
 4.980000000000e-07	-2.053075903321e+01	1.533075760335e+02	-4.853623355192e+01
 5.000000000000e-07	-2.142493233317e+01	1.530275599144e+02	-4.844525193852e+01
